怀 zuodian-dian-shu-heng-pie-shu-dian
爝 zuodian-pie-shupie-dian-pie-dian-dian-pie-shu-hengzhe-shu-shu-heng-hengzhe-heng-heng-shuti-dian-heng-shugou-dian
夫 heng-heng-shupie-na
娭 piedian-pie-heng-piezhe-dian-pie-heng-heng-pie-na
弯 dian-heng-shu-shu-zuodian-dian-hengzhe-heng-shuzhezhegou
睨 shu-hengzhe-heng-heng-heng-pie-shu-heng-hengzhe-heng-heng-pie-shuwangou
冰 dian-ti-shugou-hengpie-pie-na
唳 shu-hengzhe-heng-dian-hengzhe-heng-shupie-heng-pie-na-dian
劲 hengpie-dian-heng-zuodian-ti-hengzhegou-shupie
瘵 dian-heng-shupie-dian-ti-pie-hengpie-dian-dian-hengpie-na-heng-heng-shugou-zuodian-dian
垴 heng-shu-ti-dian-heng-pie-dian-shuzhe-shu
欷 pie-dian-heng-pie-shu-hengzhegou-shu-pie-henggou-pie-na
氹 hengzhewangou-shugou-hengpie-pie-dian
涸 dian-dian-ti-shu-hengzhegou-heng-shu-shu-hengzhe-heng-heng
人 pie-na
戽 dian-hengzhe-heng-shupie-dian-dian-heng-shu
掼 heng-shugou-ti-shuzhe-hengzhe-shu-heng-shu-hengzhe-shupie-dian
朿 heng-shu-hengzhegou-shu-pie-na
撾 heng-shugou-ti-shu-hengzhe-shu-heng-shu-hengzhegou-shu-hengzhe-heng-dian-hengzhezhepie-pingna
嫂 piedian-pie-heng-pie-shu-heng-hengzhe-heng-heng-shu-hengpie-na
幅 shu-hengzhegou-shu-heng-shu-hengzhe-heng-shu-hengzhe-heng-shu-heng
忄 pie-dian-shu
升 pie-heng-shupie-shu
潴 dian-dian-ti-pie-wangou-pie-heng-shu-heng-pie-shu-hengzhegou-heng-heng
痈 dian-heng-shupie-dian-ti-shupie-hengzhegou-heng-heng-shu
囊 heng-dian-hengzhe-heng-shu-zuodian-henggou-shu-hengzhe-heng-shu-hengzhe-heng-heng-heng-shu-shu-heng-ti-shuti-pie-na
毌 piezhe-hengzhegou-shu-heng
住 pie-shu-dian-heng-heng-shu-heng
癌 dian-heng-shupie-dian-ti-shu-hengzhe-heng-shu-hengzhe-heng-shu-hengzhe-heng-shu-shuzhe-shu
拒 heng-shugou-ti-heng-hengzhe-heng-shuzhe
晕 shu-hengzhe-heng-heng-zuodian-henggou-heng-piezhe-heng-shu
柔 hengpie-dian-henggou-shugou-pie-heng-shu-pie-na
字 dian-zuodian-henggou-hengpie-shugou-heng
屙 hengzhe-heng-shupie-hengpiewangou-shu-heng-shu-hengzhe-heng-shugou
渥 dian-dian-ti-hengzhe-heng-shupie-heng-piezhe-dian-heng-shu-heng
燹 heng-pie-wangou-pie-pie-pie-dian-heng-pie-wangou-pie-pie-pie-dian-dian-pie-pie-na
廚 dian-heng-shupie-heng-shu-heng-shu-hengzhe-heng-dian-pie-ti-heng-shugou-dian
剝 piezhe-hengpie-heng-shugou-dian-ti-pie-dian-shu-shugou
畦 shu-hengzhe-heng-shu-heng-heng-shu-heng-heng-shu-heng
坟 heng-shu-ti-dian-heng-pie-na
㓞 heng-heng-ti-shu-hengzhegou-pie
桡 heng-shu-pie-dian-heng-xiegou-pie-heng-pie-shuwangou
槠 heng-shu-pie-dian-dian-hengzheti-heng-shu-heng-pie-shu-hengzhegou-heng-heng
浣 dian-dian-ti-dian-zuodian-henggou-heng-heng-pie-shuwangou
皎 pie-shu-hengzhe-heng-heng-dian-heng-pie-dian-pie-na
濤 dian-dian-ti-heng-shu-heng-henggou-heng-shu-heng-heng-shu-hengzhe-heng-heng-shugou-dian
捧 heng-shugou-ti-heng-heng-heng-shupie-na-heng-heng-shu
惦 zuodian-dian-shu-dian-heng-shupie-shu-heng-shu-hengzhe-heng
摩 dian-heng-shupie-heng-shu-pie-dian-heng-shu-pie-na-pingpie-heng-heng-shugou
旨 pingpie-shuwangou-shu-hengzhegou-heng-heng
灵 hengzhe-heng-heng-dian-pie-pie-na
婭 piedian-pie-heng-heng-shu-heng-shuzhezhe-shuzhezhe-heng-shu-heng
寬 dian-zuodian-henggou-shu-heng-pie-heng-shu-hengzhe-heng-heng-heng-pie-shuwangou-dian
凰 shupie-hengzhexiegou-pie-shu-hengzhe-heng-heng-heng-heng-shu-heng
狲 pie-wangou-pie-hengpie-shugou-ti-shugou-zuodian-dian
埴 heng-shu-ti-heng-shu-shu-hengzhe-heng-heng-heng-heng
歷 heng-shupie-pingpie-heng-shu-pie-dian-pingpie-heng-shu-pie-na-shu-heng-shu-heng
棶 heng-shu-pie-dian-heng-pie-dian-pie-dian-shu-pie-na
汹 dian-dian-ti-pie-dian-shuzhe-shu
瑜 heng-heng-shu-ti-pie-na-heng-shu-hengzhegou-heng-heng-shu-shugou
板 heng-shu-pie-dian-pingpie-shupie-hengpie-na
擾 heng-shugou-ti-heng-pie-shu-hengzhe-heng-heng-zuodian-henggou-zuodian-wogou-dian-dian-pie-hengpie-na
宁 dian-zuodian-henggou-heng-shugou
夂 pie-hengpie-na
射 pie-shu-hengzhegou-heng-heng-heng-pie-heng-shugou-dian
匆 pie-hengzhegou-pie-pie-na
嘈 shu-hengzhe-heng-heng-shu-hengzhe-heng-shu-shu-heng-shu-hengzhegou-heng-heng
敖 heng-heng-shu-heng-hengzhegou-pie-pie-heng-pie-na
榍 heng-shu-pie-dian-hengzhe-heng-shupie-shu-dian-pie-shu-hengzhegou-heng-heng
栌 heng-shu-pie-dian-shu-heng-hengzhe-heng-shupie
沏 dian-dian-ti-ti-shuti-hengzhegou-pie
伎 pie-shu-heng-shu-hengpie-na
成 heng-shupie-hengzhegou-xiegou-pie-dian
斕 dian-heng-pie-dian-shu-hengzhe-heng-heng-shu-hengzhegou-heng-heng-heng-shu-hengzhe-dian-pie-heng-shu-pie-dian
搔 heng-shugou-ti-hengpie-na-dian-shu-hengzhe-heng-shu-ti-dian
嬖 hengzhe-heng-shupie-shu-hengzhe-heng-dian-heng-dian-pie-heng-heng-shu-piezhe-pie-heng
徙 pie-pie-shu-shu-heng-shu-heng-shu-heng-pie-na
帘 dian-zuodian-henggou-pie-dian-shu-hengzhegou-shu
力 hengzhegou-pie
冝 zuodian-henggou-shu-hengzhe-heng-heng-heng
倜 pie-shu-shupie-hengzhegou-heng-shu-heng-shu-hengzhe-heng
殡 heng-pie-hengpie-dian-dian-zuodian-henggou-pie-shu-heng-shu-heng-pie-dian
玗 heng-heng-shu-ti-heng-heng-shugou
眄 shu-hengzhe-heng-heng-heng-heng-shu-shuzhe-hengzhegou
氤 pie-heng-heng-hengzhexiegou-shu-hengzhegou-heng-pie-dian-heng
悧 zuodian-dian-shu-pingpie-heng-shu-pie-dian-shu-shugou
熰 zuodian-pie-shupie-dian-heng-shu-hengzhe-heng-shu-hengzhe-heng-shu-hengzhe-heng-shuzhe
昨 shu-hengzhe-heng-heng-pie-heng-shu-heng-heng
攪 heng-shugou-ti-pie-shu-heng-heng-pie-dian-pie-dian-hengzhe-heng-heng-zuodian-henggou-shu-hengzhe-heng-heng-heng-pie-shuwangou
申 shu-hengzhe-heng-heng-shu
弮 dian-pie-heng-heng-pie-na-hengzhe-heng-shuzhezhegou
到 heng-piezhe-dian-heng-shu-ti-shu-shugou
嚳 pie-shu-heng-heng-pie-dian-pie-dian-hengzhe-heng-heng-zuodian-henggou-pie-heng-shu-heng-shu-hengzhe-heng
儲 pie-shu-dian-heng-heng-heng-shu-hengzhe-heng-heng-shu-heng-pie-shu-hengzhegou-heng-heng
喵 shu-hengzhe-heng-heng-shu-pie-shu-hengzhe-heng-shu-heng
吴 shu-hengzhe-heng-heng-heng-pie-na
欶 heng-shu-hengzhe-heng-shu-pie-dian-pie-henggou-pie-na
澹 dian-dian-ti-pie-hengpie-heng-shupie-pie-dian-dian-heng-heng-heng-shu-hengzhe-heng
丸 shupie-hengzhewangou-dian
抻 heng-shugou-ti-shu-hengzhe-heng-heng-shu
怼 hengpie-dian-heng-shugou-dian-zuodian-wogou-dian-dian
撿 heng-shugou-ti-pie-na-heng-shu-hengzhe-heng-shu-hengzhe-heng-pie-dian-pie-dian
婀 piedian-pie-heng-hengpiewangou-shu-heng-shu-hengzhe-heng-shugou
奂 pie-hengpie-shu-hengzhe-heng-pie-na
巅 shu-shuzhe-shu-heng-shu-shu-hengzhe-heng-heng-heng-heng-pie-dian-heng-pie-shu-hengzhe-pie-dian
屄 hengzhe-heng-shupie-dian-zuodian-henggou-pie-na
啊 shu-hengzhe-heng-hengpie-shu-heng-shu-hengzhe-heng-shugou
槍 heng-shu-pie-dian-pie-na-dian-hengzhe-heng-heng-shupie-shu-hengzhe-heng
桌 shu-heng-shu-hengzhe-heng-heng-heng-shu-pie-na
低 pie-shu-pingpie-shuti-heng-xiegou-dian
摔 heng-shugou-ti-dian-heng-piezhe-piezhe-dian-dian-ti-pie-dian-heng-shu
忙 zuodian-dian-shu-dian-heng-shuzhe
珥 heng-heng-shu-ti-heng-shu-shu-heng-heng-heng
勛 shu-hengzhe-heng-shu-hengzhe-heng-heng-heng-pie-dian-hengzhegou-shupie
凝 dian-ti-pingpie-shuwangou-pie-heng-heng-pie-dian-hengpie-dian-henggou-shu-heng-pie-na
停 pie-shu-dian-heng-shu-hengzhe-heng-zuodian-henggou-heng-shugou
哟 shu-hengzhe-heng-piezhe-piezhe-ti-pie-hengzhegou-dian
坞 heng-shu-ti-pie-hengzhegou-shuzhezhegou-heng
毡 pingpie-heng-heng-shuwangou-shu-heng-shu-hengzhe-heng
代 pie-shu-heng-xiegou-dian
溺 dian-dian-ti-hengzhe-heng-shuzhezhegou-dian-ti-hengzhe-heng-shuzhezhegou-dian-ti
淥 dian-dian-ti-piezhe-hengpie-heng-shugou-dian-ti-pie-na
汤 dian-dian-ti-hengzhezhezhe勾-pie-pie
惧 zuodian-dian-shu-shu-hengzhe-heng-heng-heng-heng-pie-dian
柩 heng-shu-pie-dian-heng-pie-hengpie-dian-shuzhe
晨 shu-hengzhe-heng-heng-heng-shupie-heng-heng-shuti-pie-na
嫫 piedian-pie-heng-heng-shu-pie-shu-hengzhe-heng-heng-heng-pie-na
敪 hengpie-dian-hengpie-dian-hengpie-dian-hengpie-dian-pie-heng-shupie-na
塬 heng-shu-ti-heng-shupie-pie-shu-hengzhe-heng-heng-shugou-zuodian-dian
叱 shu-hengzhe-heng-pie-shuwangou
煲 pie-shu-shu-hengzhe-heng-heng-shu-pie-dian-dian-pie-pie-na
嗵 shu-hengzhe-heng-hengpie-dian-shu-hengzhegou-heng-heng-shu-dian-hengzhezhepie-pingna
犁 pingpie-heng-shu-pie-dian-shu-shugou-pie-heng-heng-shu
炕 zuodian-pie-shupie-dian-dian-heng-pie-hengzhexiegou
炅 shu-hengzhe-heng-heng-dian-pie-pie-na
恼 zuodian-dian-shu-dian-heng-pie-dian-shuzhe-shu
擿 heng-shugou-ti-dian-heng-dian-zuodian-shu-hengzhegou-heng-shu-shu-hengzhe-heng-dian-hengzhezhepie-pingna
松 heng-shu-pie-dian-pie-na-piezhe-dian
布 heng-pie-shu-hengzhegou-shu
如 piedian-pie-heng-shu-hengzhe-heng
历 heng-shupie-hengzhegou-shupie
圉 shu-hengzhegou-heng-shu-heng-dian-pie-heng-heng-shu-heng
皈 pie-shu-hengzhe-heng-heng-pie-shupie-hengpie-na
喊 shu-hengzhe-heng-heng-shupie-heng-shu-hengzhe-heng-xiegou-pie-dian
植 heng-shu-pie-dian-heng-shu-shu-hengzhe-heng-heng-heng-heng
氏 pingpie-shuti-heng-xiegou
澎 dian-dian-ti-heng-shu-heng-shu-hengzhe-heng-dian-pie-ti-pie-pie-pie
挑 heng-shugou-ti-shupie-dian-ti-shuwangou-pie-dian
易 shu-hengzhegou-heng-heng-pie-hengzhegou-pie-pie
獎 shuzhe-shu-heng-pie-pie-hengpie-dian-dian-heng-shugou-dian-heng-pie-na-dian
创 pie-dian-hengzhegou-shuwangou-shu-shugou
煮 heng-shu-heng-pie-shu-hengzhe-heng-heng-zuodian-dian-dian-dian
炜 zuodian-pie-shupie-dian-heng-heng-hengzhegou-shu
吟 shu-hengzhe-heng-pie-na-dian-hengpie
瞞 shu-hengzhegou-heng-heng-heng-heng-shu-shu-heng-shu-hengzhegou-shu-pie-dian-pie-dian
次 dian-ti-pie-henggou-pie-na
檠 heng-shu-zuodian-pie-hengzhegou-shu-hengzhe-heng-pie-heng-pie-dian-heng-shu-ti-na
渣 dian-dian-ti-heng-shu-pie-na-shu-hengzhe-heng-heng-heng
津 dian-dian-ti-hengzhe-heng-heng-heng-heng-shu
沤 dian-dian-ti-heng-pie-dian-shuzhe
性 zuodian-dian-shu-pie-heng-heng-shu-heng
暨 hengzhe-heng-heng-shuti-dian-heng-shuzhe-pie-shuwangou-shu-hengzhe-heng-heng-heng
夭 pingpie-heng-pie-na
微 pie-pie-shu-shu-shuzhe-shu-heng-pie-hengzheti-pie-heng-pie-na
匱 heng-shu-hengzhe-heng-shu-heng-shu-hengzhe-heng-heng-heng-pie-dian-shuzhe
犰 pie-wangou-pie-shupie-hengzhewangou
瘳 dian-heng-shupie-dian-pie-hengzhe-dian-ti-hengzhe-dian-ti-pie-na-pie-pie-pie
冲 dian-ti-shu-hengzhe-heng-shu
唵 shu-hengzhe-heng-heng-pie-na-shu-hengzhe-heng-heng-shuwangou
咴 shu-hengzhe-heng-heng-shupie-dian-pie-shupie-na
样 heng-shu-pie-dian-dian-pie-heng-heng-heng-shu
珑 heng-heng-shu-ti-heng-shupie-shuwangou-pie-dian
眾 shu-hengzhe-shu-shu-heng-pingpie-shu-pie-dian-pie-dian
悼 zuodian-dian-shu-shu-heng-shu-hengzhe-heng-heng-heng-shu
搿 pie-heng-heng-shupie-pie-dian-heng-shu-hengzhe-heng-pingpie-heng-heng-shugou
幃 shu-hengzhegou-shu-shu-hengzhe-heng-shu-hengzhe-heng-heng-shuzhe-shu
益 dian-pie-heng-pie-dian-shu-hengzhe-shu-shu-heng
㳄 dian-dian-ti-pie-henggou-pie-na
假 pie-shu-hengzhe-heng-shu-heng-heng-hengzhe-heng-hengpie-na
漠 dian-dian-ti-heng-shu-pie-shu-hengzhe-heng-heng-heng-pie-na
囈 shu-hengzhe-heng-shu-heng-pie-heng-heng-shu-heng-pie-dian-heng-shu-ti-pie-hengzhexiegou-dian-heng-heng-piezhe-dian
橋 heng-shu-pie-dian-pingpie-heng-pie-na-shu-hengzhe-heng-shu-hengzhegou-shu-hengzhe-heng
嗊 shu-hengzhe-heng-heng-shu-heng-shu-hengzhe-heng-heng-heng-pie-dian
俎 pie-dian-pie-dian-shu-hengzhe-heng-heng-heng
拐 heng-shugou-ti-shu-hengzhe-heng-hengzhegou-pie
晓 shu-hengzhe-heng-heng-heng-xiegou-pie-heng-pie-shuwangou
懒 zuodian-dian-shu-heng-shu-hengzhe-heng-shu-pie-dian-pie-hengpie-shu-hengzhe-shupie-dian
敕 heng-shu-hengzhe-heng-shu-pie-dian-pie-heng-pie-na
擔 heng-shugou-ti-pie-hengpie-heng-shupie-pie-shuwan-dian-heng-heng-heng-shu-hengzhe-heng
塗 dian-dian-ti-pie-na-heng-heng-shugou-zuodian-dian-heng-shu-heng
彙 piezhe-hengpie-heng-zuodian-henggou-shu-hengzhe-heng-heng-heng-shu-pie-na
剛 shu-hengzhegou-dian-pie-heng-shu-shuzhe-shu-shu-shugou
烜 zuodian-pie-shupie-dian-heng-shu-hengzhe-heng-heng-heng
瑟 heng-heng-shu-ti-heng-heng-shu-heng-zuodian-wogou-dian-pie-dian
矞 henggou-dian-henggou-shugou-pingpie-shu-hengzhegou-pie-shuwan-shu-hengzhe-heng
歡 shu-heng-pie-heng-shu-hengzhe-heng-shu-hengzhe-heng-pie-shu-dian-heng-heng-heng-shu-heng-pie-henggou-pie-na
湣 dian-dian-ti-hengzhe-heng-shuti-heng-xiegou-shu-hengzhegou-heng-heng
恧 heng-pie-shu-hengzhegou-shu-shu-zuodian-wogou-dian-dian
杩 heng-shu-pie-dian-hengzhe-shuzhezhegou-heng
忽 pie-hengzhegou-pie-pie-zuodian-wogou-dian-dian
瘦 dian-heng-shupie-dian-ti-pie-shu-heng-hengzhe-heng-heng-shu-hengpie-na
奭 heng-heng-pie-shu-hengzhe-heng-heng-heng-pie-shu-hengzhe-heng-heng-shupie-na
壬 pingpie-heng-shu-heng
屯 heng-shuzhe-shu-shuwangou
忮 zuodian-dian-shu-heng-shu-hengpie-na
危 pie-hengpie-heng-shupie-hengzhegou-shuwangou
勰 hengzhegou-pie-hengzhegou-pie-hengzhegou-pie-shu-hengzhe-heng-shu-heng-zuodian-wogou-dian-dian
狒 pie-wangou-pie-hengzhe-heng-shuzhezhegou-shupie-shu
啵 shu-hengzhe-heng-dian-dian-ti-henggou-shupie-shu-hengpie-na
瓴 pie-dian-dian-hengpie-dian-heng-piezhe-hengzhewangou-dian
桷 heng-shu-pie-dian-pie-hengpie-shupie-hengzhegou-heng-heng-shu
滸 dian-dian-ti-dian-heng-heng-heng-shu-hengzhe-heng-pie-heng-heng-shu
淺 dian-dian-ti-heng-xiegou-pie-dian-heng-xiegou-pie-dian
堂 shu-dian-pie-zuodian-henggou-shu-hengzhe-heng-heng-shu-heng
瞋 shu-hengzhe-heng-heng-heng-shuwangou-pingpie-shu-hengzhe-heng-heng-heng-shuzhe-pie-dian
分 pie-na-hengzhegou-pie
圈 shu-hengzhegou-dian-pie-heng-heng-pie-na-hengzhegou-shuwangou-heng
残 heng-pie-hengpie-dian-heng-heng-xiegou-pie-dian
吊 shu-hengzhe-heng-shu-hengzhegou-shu
痖 dian-heng-shupie-dian-ti-heng-shu-shu-dian-pie-heng
与 heng-shuzhezhegou-heng
抑 heng-shugou-ti-pie-shuti-hengzhegou-shu
枓 heng-shu-pie-dian-dian-dian-heng-shu
怒 piedian-pie-heng-hengpie-na-zuodian-wogou-dian-dian
撕 heng-shugou-ti-heng-shu-shu-heng-heng-heng-pie-dian-pie-shupie-heng-shu
攔 heng-shugou-ti-shu-hengzhe-heng-heng-shu-hengzhegou-heng-heng-heng-shu-hengzhe-dian-pie-heng-shu-pie-dian
妗 piedian-pie-heng-pie-na-dian-hengpie
庙 dian-heng-shupie-shu-hengzhegou-heng-shu-heng
弘 hengzhe-heng-shuzhezhegou-piezhe-dian
玛 heng-heng-shu-ti-hengzhe-shuzhezhegou-heng
尚 shu-dian-pie-shu-hengzhegou-shu-hengzhe-heng
炝 zuodian-pie-shupie-dian-pie-na-hengzhegou-shuwangou
喟 shu-hengzhe-heng-shu-hengzhe-heng-shu-heng-shu-hengzhegou-heng-heng
嘞 shu-hengzhe-heng-heng-shu-shu-heng-shu-hengzhe-heng-heng-shu-hengzhegou-shupie
欠 pie-henggou-pie-na
侣 pie-shu-shu-hengzhe-heng-shu-hengzhe-heng
球 heng-heng-shu-ti-heng-shugou-dian-ti-pie-na-dian
沥 dian-dian-ti-heng-shupie-hengzhegou-shupie
憧 zuodian-dian-shu-dian-heng-dian-pie-heng-shu-hengzhe-heng-heng-shu-heng-heng
木 heng-shu-pie-na
宫 dian-zuodian-henggou-shu-hengzhe-heng-shu-hengzhe-heng
搪 heng-shugou-ti-dian-heng-shupie-hengzhe-heng-heng-shu-shu-hengzhe-heng
夬 hengzhe-heng-shupie-na
帮 heng-heng-heng-shupie-hengpiewangou-shu-shu-hengzhe-shu
励 heng-shupie-heng-hengzhegou-pie-hengzhegou-shupie
瞳 shu-hengzhe-heng-heng-heng-dian-heng-dian-pie-heng-shu-hengzhe-heng-heng-shu-heng-heng
甴 shu-hengzhegou-shu-heng-heng
榷 heng-shu-pie-dian-zuodian-henggou-shupie-shu-dian-heng-heng-heng-shu-heng
亹 dian-heng-pie-shu-heng-heng-shu-hengzhe-heng-heng-shu-hengzhe-heng-heng-zuodian-henggou-shu-hengzhe-heng-heng-heng
伸 pie-shu-shu-hengzhe-heng-heng-shu
番 pie-dian-pie-heng-shu-pie-na-shu-hengzhe-heng-shu-heng
哞 shu-hengzhe-heng-piezhe-dian-pie-heng-heng-shu
悽 zuodian-dian-shu-heng-hengzhe-heng-heng-shu-piedian-pie-heng
斿 dian-heng-hengzhegou-pie-pie-heng-hengpie-shugou-heng
显 shu-hengzhe-heng-heng-shu-shu-dian-pie-heng
嫁 piedian-pie-heng-dian-zuodian-henggou-heng-pie-wangou-pie-pie-pie-na
孀 piedian-pie-heng-heng-zuodian-henggou-shu-dian-dian-dian-dian-heng-shu-pie-dian-shu-hengzhegou-heng-heng-heng
心 zuodian-wogou-dian-dian
凇 dian-ti-heng-shu-pie-dian-pie-na-piezhe-dian
牆 shuzhe-shu-heng-pie-pie-dian-pie-dian-heng-shu-heng-shu-hengzhegou-shu-hengzhe-heng-heng
囉 shu-hengzhe-heng-shu-hengzhe-shu-shu-heng-piezhe-piezhe-dian-dian-dian-dian-pie-shu-dian-heng-heng-heng-shu-heng
眍 shu-hengzhe-heng-heng-heng-heng-pie-na-shuzhe
毋 shuzhe-hengzhegou-shupie-heng
告 pie-heng-shu-heng-shu-hengzhe-heng
棍 heng-shu-pie-dian-shu-hengzhe-heng-heng-heng-shuti-pie-shuwangou
乎 pingpie-dian-pie-heng-shugou
拑 heng-shugou-ti-heng-shu-shu-heng-heng
捐 heng-shugou-ti-shu-hengzhe-heng-shu-hengzhegou-heng-heng
染 dian-dian-ti-pie-hengzhewangou-heng-shu-pie-na
恒 zuodian-dian-shu-heng-shu-hengzhe-heng-heng-heng
姗 piedian-pie-heng-shupie-hengzhegou-shupie-hengzhegou-heng
潼 dian-dian-ti-dian-heng-dian-pie-heng-shu-hengzhe-heng-heng-shu-heng-heng
彘 piezhe-hengpie-heng-heng-shuti-pie-heng-heng-pie-dian-pie-shuwangou
叛 dian-pie-heng-heng-shupie-pie-shupie-hengpie-na
屚 hengzhe-heng-shupie-heng-shu-hengzhegou-shu-dian-dian-dian-dian
烝 hengpie-shugou-hengpie-pie-na-heng-zuodian-dian-dian-dian
兜 pie-shuti-pie-shu-hengzhe-heng-heng-hengzhe-heng-pie-shuwangou
嗟 shu-hengzhe-heng-dian-pie-heng-heng-heng-pie-heng-shu-heng
癞 dian-heng-shupie-dian-ti-heng-shu-hengzhe-heng-shu-pie-dian-pie-hengpie-shu-hengzhe-shupie-dian
俣 pie-shu-shu-hengzhe-heng-heng-heng-pie-na
桢 heng-shu-pie-dian-shu-heng-shu-hengzhe-shupie-dian
泥 dian-dian-ti-hengzhe-heng-shupie-pie-shuwangou
扦 heng-shugou-ti-pingpie-heng-shu
曩 shu-hengzhe-heng-heng-dian-heng-shu-hengzhe-heng-shu-hengzhe-heng-heng-heng-shu-shu-heng-pie-shuti-pie-na
杨 heng-shu-pie-dian-hengzhezhezhe勾-pie-pie
寫 dian-zuodian-henggou-pie-shu-heng-hengzhe-heng-heng-pie-hengzhegou-shu-dian-dian-dian
烦 zuodian-pie-shupie-dian-heng-pie-shu-hengzhe-shupie-dian
澶 dian-dian-ti-dian-heng-shu-hengzhe-shu-hengzhe-heng-heng-shu-hengzhe-heng-heng-heng
巯 hengpie-dian-heng-shu-ti-dian-heng-piezhe-dian-pie-shu-shuwangou
狱 pie-wangou-pie-dian-hengzheti-heng-shupie-piedian-dian
印 pie-shuti-heng-hengzhegou-shu
狃 pie-wangou-pie-hengzhegou-shu-heng-heng
啴 shu-hengzhe-heng-dian-pie-shu-hengzhe-heng-heng-heng-shu
玷 heng-heng-shu-ti-shu-heng-shu-hengzhe-heng
滹 dian-dian-ti-shu-heng-henggou-shupie-heng-shuwangou-pingpie-dian-pie-heng-shugou
潸 dian-dian-ti-heng-shu-pie-dian-heng-shu-pie-na-shu-hengzhegou-heng-heng
決 dian-dian-ti-hengzhe-heng-shupie-na
慼 heng-pie-shu-heng-heng-shugou-zuodian-dian-xiegou-pie-dian-zuodian-shuwangou-dian-dian
晾 shu-hengzhe-heng-heng-dian-heng-shu-hengzhe-heng-shugou-zuodian-dian
威 heng-shupie-heng-piedian-pie-heng-xiegou-pie-dian
宀 dian-zuodian-henggou
弃 dian-heng-piezhe-dian-heng-pie-shu
溻 dian-dian-ti-shu-hengzhe-heng-heng-hengzhegou-dian-ti-hengzhegou-dian-ti
嶄 shu-shuzhe-shu-heng-shu-hengzhe-heng-heng-heng-shu-pie-shupie-heng-shu
儇 pie-shu-shu-hengzhe-shu-shu-heng-heng-shu-hengzhe-heng-pie-shuti-pie-na
嘉 heng-shu-heng-shu-hengzhe-heng-dian-pie-heng-hengzhegou-pie-shu-hengzhe-heng
瞈 shu-hengzhe-heng-heng-heng-pie-na-piezhe-dian-hengzhegou-dian-ti-hengzhegou-dian-ti
疖 dian-heng-shupie-dian-ti-hengzhegou-shu
于 heng-heng-shugou
我 pingpie-heng-shugou-ti-xiegou-pie-dian
掐 heng-shugou-ti-pie-hengpie-pie-shu-heng-hengzhe-heng-heng
悒 zuodian-dian-shu-shu-hengzhe-heng-hengzhe-shu-heng-shuwangou
潯 dian-dian-ti-hengzhe-heng-heng-heng-shu-ti-shu-hengzhe-heng-heng-shugou-dian
夗 pie-hengpie-dian-hengzhegou-shuwangou
帙 shu-hengzhegou-shu-pie-heng-heng-shupie-na
徘 pie-pie-shu-shu-heng-heng-ti-shu-heng-heng-heng
匛 heng-pie-hengpie-dian-shuzhe
岚 shu-shuzhe-shu-shupie-hengzhexiegou-pie-dian
倝 heng-shu-shu-hengzhe-heng-heng-heng-shu-shupie-na
农 zuodian-henggou-pie-shuti-pie-na
生 pie-heng-heng-shu-heng
模 heng-shu-pie-dian-heng-shu-pie-shu-hengzhe-heng-heng-heng-pie-na
漣 dian-dian-ti-heng-shu-hengzhe-heng-heng-heng-shu-dian-hengzhezhepie-pingna
梢 heng-shu-pie-dian-shu-dian-pie-shu-hengzhegou-heng-heng
涤 dian-dian-ti-pie-hengpie-na-heng-shugou-zuodian-dian
愧 zuodian-dian-shu-pie-shu-hengzhe-heng-heng-shupie-shuwangou-piezhe-dian
枨 heng-shu-pie-dian-pie-heng-shuti-na
癆 dian-heng-shupie-dian-ti-dian-pie-pie-dian-dian-pie-pie-dian-zuodian-henggou-hengzhegou-pie
爱 pingpie-dian-dian-pie-zuodian-henggou-heng-pie-hengpie-na
狉 pie-wangou-pie-heng-pie-shu-dian-heng
圳 heng-shu-ti-shupie-shu-shu
傲 pie-shu-heng-heng-shu-heng-hengzhegou-pie-pie-heng-pie-na
吵 shu-hengzhe-heng-shu-zuodian-dian-pie
疴 dian-heng-shupie-dian-ti-heng-shu-hengzhe-heng-shugou
丹 shupie-hengzhegou-dian-heng
痄 dian-heng-shupie-dian-ti-pie-heng-shu-heng-heng
政 heng-shu-heng-shu-ti-pie-heng-pie-na
暾 shu-hengzhegou-heng-heng-dian-heng-shu-hengzhe-heng-hengpie-shugou-ti-pie-heng-pie-na
婁 shu-hengzhe-heng-heng-shu-hengzhe-heng-shu-piedian-pie-heng
猕 pie-wangou-pie-hengzhe-heng-shuzhezhegou-pie-henggou-shugou-zuodian-dian
居 hengzhe-heng-shupie-heng-shu-shu-hengzhe-heng
兇 pie-dian-shuzhe-shu-pie-shuwangou
癉 dian-heng-shupie-dian-ti-shu-hengzhe-heng-shu-hengzhe-heng-shu-hengzhe-heng-heng-heng-shu
瓊 heng-heng-shu-ti-pie-hengpie-shu-hengzhe-pie-dian-shu-hengzhe-heng-heng-heng-pie-heng-pie-na
槌 heng-shu-pie-dian-pie-shu-hengzhe-heng-hengzhe-heng-dian-hengzhezhepie-pingna
浏 dian-dian-ti-dian-heng-pie-dian-shu-shugou
从 shupie-dian-shupie-na
扑 heng-shugou-ti-shu-dian
提 heng-shugou-ti-shu-hengzhe-heng-heng-heng-shu-heng-pie-na
杓 heng-shu-pie-dian-pie-hengzhegou-dian
